Protocol,Flow Duration,Flow IAT Mean,Packet Length Mean,Fwd Avg Bytes/Bulk,Subflow Fwd Bytes,Init Fwd Win Bytes,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Class
17,5667,269.85715,427.47827,0,9392,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,235,58.75,33.333332,0,154,362,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,802,17.822222,427.7447,0,19664,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,2999442,999814.0,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,546,182.0,353.6,0,1328,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,21268,7089.3335,47.4,0,82,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,24676,8225.333,63.0,0,66,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20748,6916.0,47.4,0,82,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,107,53.5,0.0,0,0,242,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,1,1.0,887.0,0,1774,-1,0.0,0.0,0,0,0.0,0.0,0,0,MSSQL,Attack
17,20864,6954.6665,64.6,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,46072,15357.333,54.2,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,22431,393.5263,437.55933,0,25376,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,20542,6847.3335,31.4,0,50,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,52,26.0,6.0,0,18,247,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,154229,4673.606,585.8,0,5284,64240,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,50,50.0,583.0,0,1166,-1,0.0,0.0,0,0,0.0,0.0,0,0,MSSQL,Attack
17,3007823,1002607.7,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,216748,43349.6,344.14285,0,2088,-1,0.0,0.0,0,0,0.0,0.0,0,0,UDP,Attack
17,10,2.0,398.85715,0,2352,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,20691,6897.0,36.4,0,60,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,1,1.0,20.666666,0,31,16420,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,10662944,174802.36,570.44446,0,3840,29200,677959.0,0.0,677959,677959,9964005.0,0.0,9964005,9964005,Benign,Benign
17,221584,11662.315,440.0,0,8800,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,17651,88.698494,440.0,0,88000,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,31788158,2119210.5,6.0,0,48,5840,86.0,26.851442,102,55,10595933.0,3296837.2,14402579,8657694,Syn,Attack
17,45236,15078.667,37.4,0,62,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,7343676,815964.0,0.0,0,0,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,115651,57825.5,0.0,0,0,1346,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,145,72.5,6.0,0,6,238,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,152,50.666668,6.0,0,12,5840,0.0,0.0,0,0,0.0,0.0,0,0,Syn,Attack
17,3,3.0,431.0,0,862,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_MSSQL,Attack
17,47545,15848.333,49.4,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20654,6884.6665,145.2,0,64,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,3,3.0,0.0,0,0,29200,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,168631,15330.091,50.846153,0,434,29200,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,2165,113.947365,440.0,0,8800,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,20802,6934.0,55.8,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,5949861,991643.5,2.25,0,18,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3000122,1000040.7,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,7210009,801112.1,0.0,0,0,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,287767,31974.111,29.272728,0,92,16418,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,54356,18118.666,41.4,0,70,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,405,17.608696,428.48,0,10272,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,3,1.5,0.0,0,0,282,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,69986,13997.2,27.857143,0,78,1322,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20598,6866.0,38.4,0,64,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,404,26.933332,431.52942,0,6896,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,117664985,1838515.4,185.84848,0,2764,8192,598435.5,758436.4,1134731,62140,58202950.0,116602.62,58285400,58120500,Benign,Benign
6,41224252,3171096.2,6.0,0,60,5840,1333344.4,2309418.5,4000031,1,12408073.0,4899070.5,17391772,7598262,Syn,Attack
17,45407,15135.667,59.4,0,74,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,151,13.727273,395.69232,0,4704,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,205,102.5,0.0,0,0,1825,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,345632,115210.664,24.8,0,31,64095,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,292155,97385.0,70.8,0,80,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,157,78.5,0.0,0,0,114,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,662,132.4,419.42856,0,2496,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,107093,3824.75,492.06668,0,4456,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,2999962,999987.3,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,1431,477.0,33.8,0,123,16284,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20603,6867.6665,64.6,0,74,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,48999886,2578941.2,6.0,0,72,5840,83.8,46.553196,113,1,9799893.0,3415453.0,14227596,6852577,Syn,Attack
17,20782,6927.3335,37.8,0,50,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,5219,26.226131,440.0,0,88000,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,281,5.3018866,437.3818,0,23616,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,24464166,3494880.8,6.0,0,36,5840,52.5,72.832,104,1,12232030.0,1666167.0,13410188,11053872,Syn,Attack
17,2207,66.878784,423.54285,0,14384,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,211788,4506.1274,237.14285,0,2320,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,54927,27463.5,6.0,0,6,16147,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,117613430,4356053.0,52.827587,0,664,257,106907.0,63141.81,151555,62259,58668692.0,400220.3,58951690,58385692,Benign,Benign
17,108909,36303.0,345.6,0,1398,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_UDP,Attack
17,45183,15061.0,37.4,0,62,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20842,6947.3335,37.4,0,62,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,21719,21719.0,0.0,0,0,269,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,159,79.5,6.0,0,6,257,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,103,51.5,0.0,0,0,256,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,55888,18629.334,6.0,0,6,16425,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,45525,15175.0,31.4,0,50,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,499,55.444443,387.63635,0,3824,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,21328,7109.3335,46.4,0,80,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,6000525,1200105.0,516.0,0,3096,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,7285412,809490.25,0.0,0,0,64240,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,4375406,364617.16,457.85715,0,4314,256,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,2,2.0,41.0,0,82,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3001178,1000392.7,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,3000001,1000000.3,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,20941,6980.3335,72.6,0,94,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,1,1.0,473.0,0,946,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_MSSQL,Attack
6,556,185.33333,33.8,0,123,255,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,58169365,3061545.5,6.0,0,72,5840,79.2,50.425194,117,2,11633794.0,4943599.5,19803092,6479855,Syn,Attack
6,7204496,800499.56,0.0,0,0,64240,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20810,6936.6665,64.6,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,3,3.0,0.0,0,0,295,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,255,11.086957,440.0,0,10560,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,2999854,999951.3,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,108142,21628.4,67.71429,0,148,257,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3017427,1005809.0,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,59289,19763.0,39.4,0,66,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,217148,43429.6,344.14285,0,2088,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_UDP,Attack
6,304467,60893.4,5.285714,0,0,246,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3000673,1000224.3,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,9,4.5,6.0,0,6,65535,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,114,57.0,0.0,0,0,1026,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,149,7.095238,440.0,0,9680,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,2,2.0,301.0,0,602,-1,0.0,0.0,0,0,0.0,0.0,0,0,NetBIOS,Attack
17,20581,6860.3335,59.4,0,74,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,1,1.0,944.0,0,1888,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_LDAP,Attack
17,2999682,999894.0,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,107739,35913.0,353.6,0,1438,-1,0.0,0.0,0,0,0.0,0.0,0,0,UDP,Attack
6,96,32.0,6.0,0,12,5840,0.0,0.0,0,0,0.0,0.0,0,0,Syn,Attack
17,1201,36.39394,440.0,0,14960,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,45991,15330.333,78.4,0,80,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,55538,18512.666,68.6,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,4840,130.8108,432.6154,0,16432,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,88064,4403.2,323.9091,0,1250,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,116777965,2994306.8,63.951218,0,1912,64240,150175.0,80226.92,206904,93446,58192068.0,338367.56,58431332,57952810,Benign,Benign
6,26445,8815.0,0.6,0,2,16061,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,8997233,1285319.0,516.0,0,4128,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,100,5.263158,419.42856,0,8368,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,46052,780.54236,440.0,0,26400,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,24906,24906.0,6.0,0,6,255,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,21076,7025.3335,49.4,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,61423331,4724871.5,6.0,0,72,5840,31.6,46.80598,107,1,12284635.0,3023280.2,16037093,7872369,Syn,Attack
6,116680957,1912802.6,204.0,0,5796,8192,282206.5,880.34796,282829,281584,57916412.0,125985.92,58005500,57827330,Benign,Benign
17,297,11.88,440.0,0,11440,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,30913397,6182679.5,0.0,0,0,5840,1.0,0.0,1,1,15456697.0,2626768.8,17314104,13599291,UDP-lag,Attack
17,8747,54.329193,440.0,0,71280,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,20702,6900.6665,43.2,0,64,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,109,54.5,0.0,0,0,260,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,20874,6958.0,0.6,0,2,253,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,6010261,1202052.2,516.0,0,3096,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,107172196,8244015.0,0.0,0,0,5840,17.0,24.787094,49,1,17862016.0,5109147.5,26174586,12095022,Syn,Attack
6,65,65.0,0.0,0,0,318,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,282,70.5,22.0,0,82,246,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,2999851,999950.3,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,3,3.0,0.0,0,0,126,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,1,1.0,528.0,0,1056,-1,0.0,0.0,0,0,0.0,0.0,0,0,MSSQL,Attack
17,20952,6984.0,61.4,0,90,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,25995484,3713640.5,6.0,0,36,5840,56.0,77.781746,111,1,12997686.0,2874355.8,15030162,10965209,Syn,Attack
6,1,1.0,540.0,0,813,237,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20596,6865.3335,134.2,0,166,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,149,74.5,0.0,0,0,32120,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,61608294,5600754.0,6.0,0,60,5840,24.25,26.849892,48,1,15402015.0,4282525.5,20036826,11226479,Syn,Attack
17,2998866,999622.0,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,206,103.0,6.0,0,6,4353,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3000219,1000073.0,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,94687,3641.8076,522.5714,0,4330,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20838,6946.0,63.4,0,78,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3095792,1031930.7,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,3000046,1000015.3,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,238301,47660.2,339.42856,0,2054,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_UDP,Attack
17,54835,18278.334,46.4,0,80,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,158,22.571428,10.222222,0,0,59,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3000459,1000153.0,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,748,7.4059405,440.0,0,44880,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,30849893,752436.44,281.5814,0,2398,64240,145685.67,147230.67,315693,60671,9990684.0,19106.545,10001727,9968622,Benign,Benign
6,22645,22645.0,0.0,0,0,242,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20785,6928.3335,63.2,0,72,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,9001369,1285909.9,516.0,0,4128,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
6,98,49.0,3.0,0,0,31,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,218,5.5897436,432.97562,0,17312,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,978,46.57143,427.47827,0,9392,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,201,4.102041,440.0,0,22000,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,17,3.4,440.0,0,2640,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,62569222,5688111.0,6.0,0,60,5840,1.0,0.0,1,1,15642273.0,4714098.5,21005016,11077388,Syn,Attack
17,214420,42884.0,344.14285,0,2088,-1,0.0,0.0,0,0,0.0,0.0,0,0,UDP,Attack
17,106877,35625.668,353.6,0,1438,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_UDP,Attack
17,21182,7060.6665,50.6,0,58,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,21492,7164.0,0.0,0,0,239,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,48,48.0,383.0,0,766,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_UDP,Attack
6,28766,28766.0,6.0,0,6,16228,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,1911,23.592592,440.0,0,36080,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,1,1.0,1368.0,0,2736,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_DNS,Attack
6,89528,3443.3845,521.0,0,4282,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,296,98.666664,35.0,0,129,256,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,63,31.5,18.5,0,31,59,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,147,13.363636,440.0,0,5280,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,694,17.794872,440.0,0,17600,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,217049,43409.8,344.14285,0,2088,-1,0.0,0.0,0,0,0.0,0.0,0,0,UDP,Attack
17,2998468,999489.3,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,1,1.0,405.0,0,810,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_MSSQL,Attack
6,64024173,5820379.5,6.0,0,60,5840,30.5,59.0,119,1,16006012.0,5206381.0,20942136,9994003,Syn,Attack
6,1,1.0,22.666666,0,37,16421,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,1,1.0,20.666666,0,31,253,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,42231087,6033012.5,0.0,0,0,5840,1.0,0.0,1,1,21115492.0,4990308.0,24644172,17586812,UDP-lag,Attack
17,215312,43062.4,344.14285,0,2088,-1,0.0,0.0,0,0,0.0,0.0,0,0,UDP,Attack
17,1324,23.22807,440.0,0,25520,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,20586,6862.0,52.2,0,82,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,106648,35549.332,353.6,0,1438,-1,0.0,0.0,0,0,0.0,0.0,0,0,UDP,Attack
17,20851,6950.3335,61.6,0,72,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,20819,6939.6665,61.4,0,78,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,1511,302.2,398.85715,0,2352,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,91115,91115.0,0.0,0,0,322,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
0,116862588,16694655.0,0.0,0,0,-1,1435005.0,2029399.2,2870007,3,56996290.0,5661075.5,60999270,52993304,Benign,Benign
6,58299588,1079622.0,226.07143,0,5794,64240,268709.0,0.0,268709,268709,57937330.0,0.0,57937330,57937330,Benign,Benign
6,7182408,798045.3,0.0,0,0,64240,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,554,92.333336,61.75,0,494,59,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,54925,27462.5,0.0,0,0,16385,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,129,64.5,0.0,0,0,246,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,47,47.0,463.0,0,926,-1,0.0,0.0,0,0,0.0,0.0,0,0,MSSQL,Attack
17,46579,15526.333,48.4,0,84,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,165,55.0,6.0,0,12,5840,0.0,0.0,0,0,0.0,0.0,0,0,Syn,Attack
6,439963,7096.1772,197.0625,0,2726,8192,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3617,516.7143,392.0,0,3088,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,20876,6958.6665,61.6,0,92,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,109,27.25,19.0,0,76,246,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,46670427,5185603.0,6.0,0,48,5840,24.5,33.23402,48,1,15556760.0,1413725.5,16760266,13999863,Syn,Attack
17,20684,6894.6665,41.8,0,58,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,59500461,975417.4,182.22223,0,2470,8192,376624.0,0.0,376624,376624,58751052.0,0.0,58751052,58751052,Benign,Benign
17,902,12.704226,440.0,0,31680,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
17,1,1.0,1272.0,0,2544,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_LDAP,Attack
17,45,45.0,446.0,0,892,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_MSSQL,Attack
6,54051837,6005759.5,32.090908,0,215,256,93200.0,0.0,93200,93200,53956924.0,0.0,53956924,53956924,Benign,Benign
6,20700,6900.0,0.0,0,0,317,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,162,81.0,6.0,0,6,238,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,3,0.75,4.0,0,0,118,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
17,3143984,1047994.7,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,3009938,1003312.7,516.0,0,2064,-1,0.0,0.0,0,0,0.0,0.0,0,0,TFTP,Attack
17,548,6.2988505,438.38202,0,38576,-1,0.0,0.0,0,0,0.0,0.0,0,0,DrDoS_NTP,Attack
6,1,1.0,6.0,0,12,258,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,122,61.0,0.0,0,0,264,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,90474,90474.0,0.0,0,0,63919,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,51,17.0,6.0,0,12,5840,0.0,0.0,0,0,0.0,0.0,0,0,Syn,Attack
17,56927,18975.666,49.4,0,86,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,784591,261530.33,6.0,0,24,5840,0.0,0.0,0,0,0.0,0.0,0,0,Syn,Attack
17,1,1.0,431.0,0,862,-1,0.0,0.0,0,0,0.0,0.0,0,0,MSSQL,Attack
17,48449,16149.667,69.4,0,94,-1,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
6,107,35.666668,6.0,0,12,5840,0.0,0.0,0,0,0.0,0.0,0,0,Syn,Attack
6,56660114,3332948.0,6.0,0,72,5840,48.8,49.846764,116,1,11331964.0,978491.9,12426192,9850096,Syn,Attack
6,950672,316890.66,6.0,0,24,5840,0.0,0.0,0,0,0.0,0.0,0,0,Syn,Attack
